proposedSlug,name,certificateNos,ministryDistricts,placeId,pricingRegion,pricingName,vitoPrice,sprinterPrice,status,reviewReasons
"dream-world-resort-hotel-spa","DREAM WORLD RESORT HOTEL & SPA","13821","MANAVGAT","ChIJc32DQ8xewxQRqmb14jXD6ew","side","Side","50","85","ready",""
"ersan-otel","ERSAN OTEL","2022-7-1092","MANAVGAT","ChIJnaIoTdZZwxQRglCeRAMuA6g","side","Side","50","85","ready",""
"febeach-otel","FEBEACH OTEL","6450","MANAVGAT","ChIJyZpwOHxZwxQRQ7WXtbsojcA","side","Side","50","85","ready",""
"hane-family-resort","HANE FAMİLY RESORT","9216","MANAVGAT","ChIJvfIajjhZwxQR6kW50l91YB0","side","Side","50","85","ready",""
"iz-flower-side-beach-hotel","İZ FLOWER SİDE BEACH HOTEL","13683","MANAVGAT","ChIJrVDR5jVZwxQR6uAwz-7Zo6E","side","Side","50","85","ready",""
"kelebek-otel","KELEBEK OTEL","2022-7-1322","MANAVGAT","ChIJGee7Y7pZwxQRDWeyFy9QLt0","side","Side","50","85","ready",""
"liu-resorts","LIU RESORTS","19450","MANAVGAT","ChIJieNOmnWR3BQR8a1SfQY_VH0","side","Side","50","85","ready",""
"linda-otel","LİNDA OTEL","10863","MANAVGAT","ChIJK8dfD1RXwxQRa-efk99vqVA","side","Side","50","85","ready",""
"linda-sunny-beach-spa","LİNDA SUNNY BEACH & SPA","13561","MANAVGAT","ChIJM9Zt7fFewxQR6kb6HymfaTk","side","Side","50","85","ready",""
"lrs-port-river-hotel-spa","LRS PORT RIVER HOTEL & SPA","14902","MANAVGAT","ChIJc_4bXABXwxQRnLNtNDVsnio","side","Side","50","85","ready",""
"lusso-sorgun","LUSSO SORGUN","27158","MANAVGAT","ChIJCYgnecpQwxQRDzNqgP_4BOo","side","Side","50","85","ready",""
"manavgat-kervan-otel","MANAVGAT KERVAN OTEL","2022-7-1479","MANAVGAT","ChIJUe2ablNXwxQRyfatw_gbJo4","side","Side","50","85","ready",""
"miramare-beach-hotel","MIRAMARE BEACH HOTEL","3497","MANAVGAT","ChIJZVu81MpewxQRT5VRKMVfGkU","side","Side","50","85","ready",""
"numa-club-side","NUMA CLUB SIDE","22762","MANAVGAT","ChIJX-JRGEdHdkAR8U_eIQibbcg","side","Side","50","85","ready",""
"oleander-otel","OLEANDER OTEL","11529","MANAVGAT","ChIJvzj3P9dZwxQRWtiH-t_2UCA","side","Side","50","85","ready",""
"orfeus-queen-spa","ORFEUS  QUEEN  SPA","20766","MANAVGAT","ChIJZcK-OllewxQR8Gp-w4mIqj4","side","Side","50","85","ready",""
"otel-durkaya","OTEL DURKAYA","2022-7-1442","MANAVGAT","ChIJA5quahNXwxQR5_7hucaoLS0","side","Side","50","85","ready",""
"port-side-resort-hotel","PORT SİDE RESORT HOTEL","12650","MANAVGAT","ChIJx4bG68hewxQR9WuzJbdX4B8","side","Side","50","85","ready",""
"ramada-resort-side","RAMADA RESORT SİDE","13744","MANAVGAT","ChIJa50ODCRfwxQR04QbiH5YjPk","side","Side","50","85","ready",""
"riolavitas-resort-spa","RIOLAVITAS RESORT&SPA","G_25977","MANAVGAT","ChIJh9wijE1XwxQRiZmaLOomt1E","side","Side","50","85","ready",""
"river-suite-otel","RIVER SUITE OTEL","2022-7-0354","MANAVGAT","ChIJezPGDNFXwxQRLOm6wClTf68","side","Side","50","85","ready",""
"roma-beach-resort-spa","ROMA BEACH RESORT & SPA","11644","MANAVGAT","ChIJd896kidZwxQR0GiHr13JANk","side","Side","50","85","ready",""
"seashell-vega","SEASHELL VEGA","23623","MANAVGAT","ChIJmSCa1q1ZwxQRlURQtG1J2Wc","side","Side","50","85","ready",""
"side-alegria-hotel-spa","SİDE ALEGRİA HOTEL & SPA","16293","MANAVGAT","ChIJk0qHjzhZwxQRSWBUjaw9KDY","side","Side","50","85","ready",""
"side-breeze-otel","SİDE BREEZE OTEL","9767","MANAVGAT","ChIJbaC1DcZewxQRB1gdj1P-Gsw","side","Side","50","85","ready",""
"side-mare-resort-spa-otel","SİDE MARE RESORT & SPA OTEL","9476","MANAVGAT","ChIJLdtXyTlZwxQRIefolhI8UDA","side","Side","50","85","ready",""
"side-story-resort-spa","Side Story Resort & Spa","9717","MANAVGAT","ChIJIXHdm25ZwxQR-ZR8hDE3oz4","side","Side","50","85","ready",""
"side-sun-otel","SİDE SUN OTEL","8067","MANAVGAT","ChIJyZpwOHxZwxQRFfUUBWXfZPs","side","Side","50","85","ready",""
"side-west-park-otel","SİDE WEST PARK OTEL","13895","MANAVGAT","ChIJVZf5XMRewxQRWohZ4qQUyS4","side","Side","50","85","ready",""
"sidekum-otel","SİDEKUM OTEL","11667","MANAVGAT","ChIJB5jG8DRZwxQRGiaXMi6eh5A","side","Side","50","85","ready",""
"sidelya-otel","SİDELYA OTEL","9972","MANAVGAT","ChIJ5RDFYQBfwxQRaUm7Ek7APYs","side","Side","50","85","ready",""
"simus-beach-hotel","SİMUS BEACH HOTEL","25021","MANAVGAT","ChIJCxawGnxZwxQRI2XM3jiDt4Y","side","Side","50","85","ready",""
"sueno-hotels-beach-side","SUENO HOTELS BEACH SİDE","18256","MANAVGAT","ChIJk7wjmnZZwxQRQC_w7LKyaF8","side","Side","50","85","ready",""
"thalia-unique","THALİA UNİQUE","18054","MANAVGAT","ChIJyZpwOHxZwxQRVHZETHKuCOY","side","Side","50","85","ready",""
"trendy-side-beach","TRENDY SİDE BEACH","9147","MANAVGAT","ChIJCaxQBXtZwxQRdFb063OkEKE","side","Side","50","85","ready",""
"armas-kaplan-paradise","ARMAS KAPLAN PARADISE","G_25626","KONYAALTI","ChIJ-2O_Suy1wxQRKczGYbvX87A","tekirova","Tekirova","75","115","ready",""
"rai-foresta-tekirova-spa","RAI FORESTA TEKIROVA & SPA","19034","KEMER","ChIJ33WX-Mq1wxQRGbqLv73lKCI","tekirova","Tekirova","75","115","ready",""
"sirius-otel","SİRİUS OTEL","4919","KEMER","ChIJybi8Ep7KwxQRq6cfATMhjX0","tekirova","Tekirova","75","115","ready",""
"la-benata-hotel","LA BENATA HOTEL","26459","MANAVGAT","ChIJWZK_Spet3BQRGfONqE3xEO4","alanya_bati","Batı Alanya","70","90","review","ministry-location-conflict"
"throne-nilbahir-resort-spa","THRONE NİLBAHİR RESORT & SPA","2022-7-0208","MANAVGAT","ChIJg7P7dPWr3BQRbVKeGRzyp7g","alanya_bati","Batı Alanya","70","90","review","ministry-location-conflict"
"bieno-club-svs-hotel","BİENO CLUB SVS HOTEL","11517","ALANYA","ChIJVVo-ze2R3BQRBq7_8DmzR1A","alanya_dogu","Doğu Alanya","80","105","review","near-pricing-boundary"
"cleopatra-golden-beach-otel","CLEOPATRA GOLDEN BEACH OTEL","20717","ALANYA","ChIJVVUJSHWa3BQRTfppPNlkOY4","alanya_dogu","Doğu Alanya","80","105","review","near-pricing-boundary"
"galaxy-beach","GALAXY BEACH","8424","ALANYA","ChIJi4cWtqCQ3BQRbKUGCCG4Lu4","alanya_dogu","Doğu Alanya","80","105","review","near-pricing-boundary"
"scylax-hotels-family-club","SCYLAX HOTELS FAMİLY CLUB","23988","ALANYA","ChIJS-S2iZqQ3BQR-AT3YERkNdI","alanya_dogu","Doğu Alanya","80","105","review","near-pricing-boundary"
"arsi-blue-beach-hotel","ARSİ BLUE BEACH HOTEL","2022-7-0632","ALANYA","ChIJ4Rbvw7qZ3BQRaC3pnfi1GZY","alanya_merkez","Alanya merkez","75","95","review","near-pricing-boundary"
"sandy-beach-otel","SANDY BEACH OTEL","2022-7-1498","MANAVGAT","ChIJn0yhvbiZ3BQRA0cLJ4ZPd6Y","alanya_merkez","Alanya merkez","75","95","review","ministry-location-conflict"
"ergun-otel","ERGÜN OTEL","2022-7-1188","ALANYA","ChIJa26zg7yRwxQRGqK76ibcSak","antalya","Antalya şehir merkezi","35","60","review","ministry-location-conflict"
"fame-otel","FAME OTEL","2022-7-0525","KEMER","ChIJPe21FuKPwxQRCctfj10tH1I","antalya","Antalya şehir merkezi","35","60","review","ministry-location-conflict"
"insula-resort-spa","INSULA RESORT&SPA","3494","ALANYA","ChIJZzlW23iRwxQRDUQBk-Igv_M","antalya","Antalya şehir merkezi","35","60","review","ministry-location-conflict"
"kemer-hotel","KEMER HOTEL","2022-7-1550","KEMER","ChIJh3o5qp-3wxQRJbHTjQJfNsY","antalya","Antalya şehir merkezi","35","60","review","ministry-location-conflict"
"lrs-lake-river-side-hotel-spa","LRS LAKE & RIVER SIDE HOTEL & SPA","17885","MANAVGAT","ChIJG8uNewCFwxQRPyM5iqvePE4","antalya","Antalya şehir merkezi","35","60","review","ministry-location-conflict"
"seamelia-beach-resort-hotel-spa","SEAMELIA BEACH RESORT HOTEL & SPA","12593","MANAVGAT","ChIJl4-yyOCTwxQRvVHb7hjT7Y8","antalya","Antalya şehir merkezi","35","60","review","ministry-location-conflict"
"sirma-otel","SIRMA OTEL","18626","MANAVGAT","ChIJaceaPuSPwxQRUBlTKSBOmx8","antalya","Antalya şehir merkezi","35","60","review","ministry-location-conflict"
"deniz-hotel","DENİZ HOTEL","2022-7-0541","KONYAALTI","ChIJ875pJQp8wxQRf8DtGaLOhMg","belek","Belek","40","70","review","ministry-location-conflict"
"prenses-sealine-beach-otel","PRENSES SEALİNE BEACH OTEL","25069","SERİK","ChIJwRKbpeKPwxQRBqzaZz4Anb4","belek","Belek","40","70","review","near-pricing-boundary"
"titanic-resort-otel","TITANIC RESORT OTEL","11352","MURATPAŞA","ChIJZW5zPHB5wxQRtkfE0PP54M0","belek","Belek","40","70","review","ministry-location-conflict"
"hare-hotel","HARE HOTEL","26773","ALANYA","ChIJ1b7kqguO3BQRXLF0tdUUMp4","kargicak","Kargıcak","90","115","review","near-pricing-boundary"
"tu-casa-gelidonya-hotel","TU CASA GELİDONYA HOTEL","11444","KEMER","ChIJC5qDsyaR3BQRVgCg1vqvd54","kargicak","Kargıcak","90","115","review","ministry-location-conflict"
"calido-maris","CALİDO MARİS","15758","MANAVGAT","ChIJOcRmqDlTwxQRHOPzlqucAKE","kizilagac","Manavgat/Kızılağaç","60","95","review","near-pricing-boundary"
"cenger-beach-resort-otel","ÇENGER BEACH RESORT OTEL","10701","MANAVGAT","ChIJU_peCp5XwxQRh6ps93LHuR0","kizilagac","Manavgat/Kızılağaç","60","95","review","near-pricing-boundary"
"begonya-hotel","BEGONYA HOTEL","2022-7-1544","KEMER","ChIJ_2uZlbdZwxQR96nRbnYoKzk","side","Side","50","85","review","ministry-location-conflict"
"korient-mira-otel","KORIENT MIRA OTEL","2022-7-0962","KEMER","ChIJJ_0zGEW3wxQRqyBbjKYHl2M","side","Side","50","85","review","ministry-location-conflict"
"royal-atlantis-spa-resort","ROYAL ATLANTİS SPA & RESORT","8056|10404","MANAVGAT","ChIJu6ojebhfwxQRk_6-JaF6dCY","side","Side","50","85","review","multiple-ministry-names"
